,key,accession,name,source_database,length,source_organism_taxID,source_organism_scientificName,source_organism_fullName
14659,14659,A0A1M6AW53,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,1120997,Anaerovibrio lipolyticus DSM 3074,Anaerovibrio lipolyticus DSM 3074
14660,14660,A0A1M6AWC3,NMO domain-containing protein,unreviewed,344,192903,Pseudozobellia thermophila,Pseudozobellia thermophila
14661,14661,A0A1M6AX36,NMO domain-containing protein,unreviewed,330,1470563,Shimia gijangensis,Shimia gijangensis
14662,14662,A0A1M6B5M7,Enoyl-[acyl-carrier protein] reductase II,unreviewed,314,1120997,Anaerovibrio lipolyticus DSM 3074,Anaerovibrio lipolyticus DSM 3074
14663,14663,A0A1M6B8F6,Enoyl-[acyl-carrier protein] reductase II,unreviewed,313,558155,Arenibacter nanhaiticus,Arenibacter nanhaiticus
14664,14664,A0A1M6BL18,Enoyl-[acyl-carrier protein] reductase II,unreviewed,309,1121131,Butyrivibrio fibrisolvens DSM 3071,Butyrivibrio fibrisolvens DSM 3071
14665,14665,A0A1M6BUP4,NMO domain-containing protein,unreviewed,315,1178825,Arenitalea lutea,Arenitalea lutea
14666,14666,A0A1M6BXN1,NMO domain-containing protein,unreviewed,319,1121476,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans DSM 17477
14667,14667,A0A1M6BZ75,NMO domain-containing protein,unreviewed,466,198092,Roseomonas rosea,Roseomonas rosea
14668,14668,A0A1M6BZG9,NMO domain-containing protein,unreviewed,333,1121476,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans DSM 17477
14669,14669,A0A1M6CN57,NMO domain-containing protein,unreviewed,493,758803,Nocardiopsis flavescens,Nocardiopsis flavescens
14670,14670,A0A1M6CU10,Enoyl-[acyl-carrier protein] reductase II,unreviewed,317,1123003,Propionispora hippei DSM 15287,Propionispora hippei DSM 15287
14671,14671,A0A1M6CUM2,NMO domain-containing protein,unreviewed,316,1123003,Propionispora hippei DSM 15287,Propionispora hippei DSM 15287
14672,14672,A0A1M6CUV1,Enoyl-[acyl-carrier protein] reductase II,unreviewed,317,1168035,Tangfeifania diversioriginum,Tangfeifania diversioriginum
14673,14673,A0A1M6CV57,NMO domain-containing protein,unreviewed,317,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14674,14674,A0A1M6CYG1,NMO domain-containing protein,unreviewed,315,1121298,Clostridium amylolyticum,Clostridium amylolyticum
14675,14675,A0A1M6D361,NMO domain-containing protein,unreviewed,324,558155,Arenibacter nanhaiticus,Arenibacter nanhaiticus
14676,14676,A0A1M6DEC8,PfaD family protein,unreviewed,541,1882757,Streptomyces sp. 3214.6,Streptomyces sp. 3214.6
14677,14677,A0A1M6DKH9,NMO domain-containing protein,unreviewed,351,1122934,Parasporobacterium paucivorans DSM 15970,Parasporobacterium paucivorans DSM 15970
14678,14678,A0A1M6DQD7,NMO domain-containing protein,unreviewed,356,1121320,Clostridium intestinale DSM 6191,Clostridium intestinale DSM 6191
14679,14679,A0A1M6DRC5,NMO domain-containing protein,unreviewed,316,415425,Flavobacterium terrae,Flavobacterium terrae
14680,14680,A0A1M6DZN7,NMO domain-containing protein,unreviewed,314,579105,Mesonia phycicola,Mesonia phycicola
14681,14681,A0A1M6E7U1,NMO domain-containing protein,unreviewed,314,1121919,Geosporobacter subterraneus DSM 17957,Geosporobacter subterraneus DSM 17957
14682,14682,A0A1M6ECH1,NMO domain-containing protein,unreviewed,313,1178825,Arenitalea lutea,Arenitalea lutea
14683,14683,A0A1M6EL38,Enoyl-[acyl-carrier protein] reductase II,unreviewed,297,1121432,Desulfofundulus thermosubterraneus DSM 16057,Desulfofundulus thermosubterraneus DSM 16057
14684,14684,A0A1M6FDP0,NMO domain-containing protein,unreviewed,348,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14685,14685,A0A1M6FQZ5,NMO domain-containing protein,unreviewed,323,1121420,Desulfosporosinus lacus DSM 15449,Desulfosporosinus lacus DSM 15449
14686,14686,A0A1M6FUY5,NMO domain-containing protein,unreviewed,358,1123012,Pseudobutyrivibrio xylanivorans DSM 14809,Pseudobutyrivibrio xylanivorans DSM 14809
14687,14687,A0A1M6G4I0,Enoyl-[acyl-carrier protein] reductase II,unreviewed,319,1122184,Lutispora thermophila DSM 19022,Lutispora thermophila DSM 19022
14688,14688,A0A1M6GHK6,NMO domain-containing protein,unreviewed,325,570521,Aquimarina spongiae,Aquimarina spongiae
14689,14689,A0A1M6GIQ7,NMO domain-containing protein,unreviewed,314,1118202,Cruoricaptor ignavus,Cruoricaptor ignavus
14690,14690,A0A1M6GJT0,NMO domain-containing protein,unreviewed,325,198092,Roseomonas rosea,Roseomonas rosea
14691,14691,A0A1M6GK08,NMO domain-containing protein,unreviewed,312,415425,Flavobacterium terrae,Flavobacterium terrae
14692,14692,A0A1M6GKC6,NMO domain-containing protein,unreviewed,311,1123012,Pseudobutyrivibrio xylanivorans DSM 14809,Pseudobutyrivibrio xylanivorans DSM 14809
14693,14693,A0A1M6GSY0,NMO domain-containing protein,unreviewed,363,871324,Bacteroides stercorirosoris,Bacteroides stercorirosoris
14694,14694,A0A1M6GUH7,NMO domain-containing protein,unreviewed,299,871324,Bacteroides stercorirosoris,Bacteroides stercorirosoris
14695,14695,A0A1M6GVJ6,NMO domain-containing protein,unreviewed,330,313368,Maribius salinus,Maribius salinus
14696,14696,A0A1M6HB08,NMO domain-containing protein,unreviewed,362,1761760,Bacillus sp. cl25,Bacillus sp. cl25
14697,14697,A0A1M6HCX2,NMO domain-containing protein,unreviewed,537,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14698,14698,A0A1M6I5L9,Nitronate monooxygenase,unreviewed,325,313368,Maribius salinus,Maribius salinus
14699,14699,A0A1M6IAR2,NMO domain-containing protein,unreviewed,359,1122189,Malonomonas rubra DSM 5091,Malonomonas rubra DSM 5091
14700,14700,A0A1M6IF84,NMO domain-containing protein,unreviewed,338,198092,Roseomonas rosea,Roseomonas rosea
14701,14701,A0A1M6IG95,Enoyl-[acyl-carrier protein] reductase II,unreviewed,313,797419,Aequorivita viscosa,Aequorivita viscosa
14702,14702,A0A1M6JTY9,NMO domain-containing protein,unreviewed,324,228958,Maribacter aquivivus,Maribacter aquivivus
14703,14703,A0A1M6K1B7,NMO domain-containing protein,unreviewed,314,570521,Aquimarina spongiae,Aquimarina spongiae
14704,14704,A0A1M6KBK6,NMO domain-containing protein,unreviewed,313,1121476,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans DSM 17477
14705,14705,A0A1M6KBW4,NMO domain-containing protein,unreviewed,314,1122934,Parasporobacterium paucivorans DSM 15970,Parasporobacterium paucivorans DSM 15970
14706,14706,A0A1M6KCF9,NMO domain-containing protein,unreviewed,320,1121026,Aureimonas altamirensis DSM 21988,Aureimonas altamirensis DSM 21988
14707,14707,A0A1M6KLV8,NMO domain-containing protein,unreviewed,331,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14708,14708,A0A1M6KSU8,NMO domain-containing protein,unreviewed,360,1121302,Clostridium cavendishii DSM 21758,Clostridium cavendishii DSM 21758
14709,14709,A0A1M6KUY6,NMO domain-containing protein,unreviewed,300,1121476,Dethiosulfatibacter aminovorans DSM 17477,Dethiosulfatibacter aminovorans DSM 17477
14710,14710,A0A1M6L412,Enoyl-[acyl-carrier protein] reductase II,unreviewed,309,1123349,Tepidibacter formicigenes DSM 15518,Tepidibacter formicigenes DSM 15518
14711,14711,A0A1M6LBK7,NMO domain-containing protein,unreviewed,314,683124,Flavobacterium haoranii,Flavobacterium haoranii
14712,14712,A0A1M6LCD1,Enoyl-[acyl-carrier protein] reductase II,unreviewed,311,1121950,Hespellia stercorisuis DSM 15480,Hespellia stercorisuis DSM 15480
14713,14713,A0A1M6LD87,NMO domain-containing protein,unreviewed,353,1121950,Hespellia stercorisuis DSM 15480,Hespellia stercorisuis DSM 15480
14714,14714,A0A1M6LIM6,NMO domain-containing protein,unreviewed,522,1122189,Malonomonas rubra DSM 5091,Malonomonas rubra DSM 5091
14715,14715,A0A1M6LWH6,NMO domain-containing protein,unreviewed,377,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14716,14716,A0A1M6M136,Enoyl-[acyl-carrier protein] reductase II,unreviewed,314,1123003,Propionispora hippei DSM 15287,Propionispora hippei DSM 15287
14717,14717,A0A1M6M1W2,NMO domain-containing protein,unreviewed,353,1121331,Hathewaya proteolytica DSM 3090,Hathewaya proteolytica DSM 3090
14718,14718,A0A1M6M206,Enoyl-[acyl-carrier protein] reductase II,unreviewed,310,1121331,Hathewaya proteolytica DSM 3090,Hathewaya proteolytica DSM 3090
14719,14719,A0A1M6M4T6,NMO domain-containing protein,unreviewed,396,169427,Paraburkholderia terricola,Paraburkholderia terricola
14720,14720,A0A1M6MB06,NMO domain-containing protein,unreviewed,317,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14721,14721,A0A1M6MF71,NMO domain-containing protein,unreviewed,317,683124,Flavobacterium haoranii,Flavobacterium haoranii
14722,14722,A0A1M6MH08,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,1120989,Anaerobranca californiensis DSM 14826,Anaerobranca californiensis DSM 14826
14723,14723,A0A1M6MLJ3,NMO domain-containing protein,unreviewed,313,192903,Pseudozobellia thermophila,Pseudozobellia thermophila
14724,14724,A0A1M6N7W3,NMO domain-containing protein,unreviewed,358,1168035,Tangfeifania diversioriginum,Tangfeifania diversioriginum
14725,14725,A0A1M6NKM6,NMO domain-containing protein,unreviewed,320,1830138,Alicyclobacillus montanus,Alicyclobacillus montanus
14726,14726,A0A1M6NM67,NMO domain-containing protein,unreviewed,383,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14727,14727,A0A1M6NMK2,NMO domain-containing protein,unreviewed,318,907,Megasphaera elsdenii,Megasphaera elsdenii
14728,14728,A0A1M6NN28,NMO domain-containing protein,unreviewed,326,216903,Chryseobacterium molle,Chryseobacterium molle
14729,14729,A0A1M6NR91,NMO domain-containing protein,unreviewed,357,1121919,Geosporobacter subterraneus DSM 17957,Geosporobacter subterraneus DSM 17957
14730,14730,A0A1M6NZI5,NMO domain-containing protein,unreviewed,358,1121266,Caminicella sporogenes DSM 14501,Caminicella sporogenes DSM 14501
14731,14731,A0A1M6NZK3,NMO domain-containing protein,unreviewed,333,758803,Nocardiopsis flavescens,Nocardiopsis flavescens
14732,14732,A0A1M6PCU0,NMO domain-containing protein,unreviewed,325,564117,Marinobacter antarcticus,Marinobacter antarcticus
14733,14733,A0A1M6PDU1,NMO domain-containing protein,unreviewed,358,1121298,Clostridium amylolyticum,Clostridium amylolyticum
14734,14734,A0A1M6PV54,NMO domain-containing protein,unreviewed,325,1055723,Muricauda antarctica,Muricauda antarctica
14735,14735,A0A1M6Q0N4,NMO domain-containing protein,unreviewed,329,1470563,Shimia gijangensis,Shimia gijangensis
14736,14736,A0A1M6QB42,NMO domain-containing protein,unreviewed,349,1848,Pseudonocardia thermophila,Pseudonocardia thermophila
14737,14737,A0A1M6QIK2,Enoyl-[acyl-carrier protein] reductase II,unreviewed,380,198092,Roseomonas rosea,Roseomonas rosea
14738,14738,A0A1M6QNJ1,NMO domain-containing protein,unreviewed,316,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14739,14739,A0A1M6QP04,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,1121322,Anaerocolumna jejuensis DSM 15929,Anaerocolumna jejuensis DSM 15929
14740,14740,A0A1M6QTH7,NMO domain-containing protein,unreviewed,316,1121323,Anaerotignum lactatifermentans DSM 14214,Anaerotignum lactatifermentans DSM 14214
14741,14741,A0A1M6R0E3,NMO domain-containing protein,unreviewed,345,758803,Nocardiopsis flavescens,Nocardiopsis flavescens
14742,14742,A0A1M6RCP9,NMO domain-containing protein,unreviewed,321,564117,Marinobacter antarcticus,Marinobacter antarcticus
14743,14743,A0A1M6RQ57,NMO domain-containing protein,unreviewed,358,1123349,Tepidibacter formicigenes DSM 15518,Tepidibacter formicigenes DSM 15518
14744,14744,A0A1M6RY39,NMO domain-containing protein,unreviewed,351,198092,Roseomonas rosea,Roseomonas rosea
14745,14745,A0A1M6S0X1,NMO domain-containing protein,unreviewed,366,169427,Paraburkholderia terricola,Paraburkholderia terricola
14746,14746,A0A1M6S466,NMO domain-containing protein,unreviewed,357,1121301,Paramaledivibacter caminithermalis DSM 15212,Paramaledivibacter caminithermalis DSM 15212
14747,14747,A0A1M6S9K0,NMO domain-containing protein,unreviewed,376,381751,Thermocrinis minervae,Thermocrinis minervae
14748,14748,A0A1M6SJK2,Enoyl-[acyl-carrier protein] reductase II,unreviewed,313,228958,Maribacter aquivivus,Maribacter aquivivus
14749,14749,A0A1M6SN05,NMO domain-containing protein,unreviewed,358,438744,Halomonas caseinilytica,Halomonas caseinilytica
14750,14750,A0A1M6SQX8,NMO domain-containing protein,unreviewed,364,1830138,Alicyclobacillus montanus,Alicyclobacillus montanus
14751,14751,A0A1M6SRL2,NMO domain-containing protein,unreviewed,354,1434701,Chishuiella changwenlii,Chishuiella changwenlii
14752,14752,A0A1M6SRU2,NMO domain-containing protein,unreviewed,323,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14753,14753,A0A1M6T6Z9,Nitronate monooxygenase,unreviewed,149,1470563,Shimia gijangensis,Shimia gijangensis
14754,14754,A0A1M6TN38,Enoyl-[acyl-carrier protein] reductase II,unreviewed,311,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14755,14755,A0A1M6TPS0,NMO domain-containing protein,unreviewed,355,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14756,14756,A0A1M6UDJ4,NMO domain-containing protein,unreviewed,315,1121421,Desulfotomaculum aeronauticum DSM 10349,Desulfotomaculum aeronauticum DSM 10349
14757,14757,A0A1M6UDT7,NMO domain-containing protein,unreviewed,205,1470563,Shimia gijangensis,Shimia gijangensis
14758,14758,A0A1M6UUD2,NMO domain-containing protein,unreviewed,350,1121322,Anaerocolumna jejuensis DSM 15929,Anaerocolumna jejuensis DSM 15929
14759,14759,A0A1M6V1D5,NMO domain-containing protein,unreviewed,366,156453,Streptomyces yunnanensis,Streptomyces yunnanensis
14760,14760,A0A1M6VI08,NMO domain-containing protein,unreviewed,334,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14761,14761,A0A1M6VJB4,NMO domain-containing protein,unreviewed,358,1302687,Chryseobacterium polytrichastri,Chryseobacterium polytrichastri
14762,14762,A0A1M6W1K2,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,1121421,Desulfotomaculum aeronauticum DSM 10349,Desulfotomaculum aeronauticum DSM 10349
14763,14763,A0A1M6WK44,NMO domain-containing protein,unreviewed,361,1419482,Chitinophaga jiangningensis,Chitinophaga jiangningensis
14764,14764,A0A1M6WUX2,NMO domain-containing protein,unreviewed,324,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14765,14765,A0A1M6WXB1,NMO domain-containing protein,unreviewed,312,1419482,Chitinophaga jiangningensis,Chitinophaga jiangningensis
14766,14766,A0A1M6X6M3,NMO domain-containing protein,unreviewed,353,310782,Streptomyces paucisporeus,Streptomyces paucisporeus
14767,14767,A0A1M6X702,NMO domain-containing protein,unreviewed,297,1121393,Desulfatibacillum alkenivorans DSM 16219,Desulfatibacillum alkenivorans DSM 16219
14768,14768,A0A1M6XAL2,NMO domain-containing protein,unreviewed,319,169427,Paraburkholderia terricola,Paraburkholderia terricola
14769,14769,A0A1M6XES2,NMO domain-containing protein,unreviewed,322,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14770,14770,A0A1M6XHG0,Enoyl-[acyl-carrier protein] reductase II,unreviewed,315,971,Selenomonas ruminantium,Selenomonas ruminantium
14771,14771,A0A1M6XHH6,NMO domain-containing protein,unreviewed,314,971,Selenomonas ruminantium,Selenomonas ruminantium
14772,14772,A0A1M6XMX9,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2329,1302687,Chryseobacterium polytrichastri,Chryseobacterium polytrichastri
14773,14773,A0A1M6XRY9,Nitronate monooxygenase,unreviewed,320,337701,Roseovarius pacificus,Roseovarius pacificus
14774,14774,A0A1M6Y4S9,NMO domain-containing protein,unreviewed,313,1434701,Chishuiella changwenlii,Chishuiella changwenlii
14775,14775,A0A1M6YBP6,NMO domain-containing protein,unreviewed,314,946677,Flavobacterium chilense,Flavobacterium chilense
14776,14776,A0A1M6YEN2,Nitronate monooxygenase,unreviewed,329,1054996,Roseovarius marisflavi,Roseovarius marisflavi
14777,14777,A0A1M6ZK27,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2347,1423959,Chryseobacterium contaminans,Chryseobacterium contaminans
14778,14778,A0A1M6ZZ72,NMO domain-containing protein,unreviewed,314,29533,Flavobacterium pectinovorum,Flavobacterium pectinovorum
14779,14779,A0A1M7A396,NMO domain-containing protein,unreviewed,323,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14780,14780,A0A1M7ATD2,Probable nitronate monooxygenase,unreviewed,355,1123231,Salinicoccus alkaliphilus DSM 16010,Salinicoccus alkaliphilus DSM 16010
14781,14781,A0A1M7AWK7,NMO domain-containing protein,unreviewed,360,1419482,Chitinophaga jiangningensis,Chitinophaga jiangningensis
14782,14782,A0A1M7AYR8,NMO domain-containing protein,unreviewed,362,1761758,Bacillus sp. bc15,Bacillus sp. bc15
14783,14783,A0A1M7B2E4,NMO domain-containing protein,unreviewed,322,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14784,14784,A0A1M7B2V0,NMO domain-containing protein,unreviewed,324,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14785,14785,A0A1M7B671,NMO domain-containing protein,unreviewed,324,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14786,14786,A0A1M7BB43,NMO domain-containing protein,unreviewed,314,1423959,Chryseobacterium contaminans,Chryseobacterium contaminans
14787,14787,A0A1M7BRX6,NMO domain-containing protein,unreviewed,361,29533,Flavobacterium pectinovorum,Flavobacterium pectinovorum
14788,14788,A0A1M7CAU4,Enoyl-[acyl-carrier protein] reductase II,unreviewed,313,1055723,Muricauda antarctica,Muricauda antarctica
14789,14789,A0A1M7CIB5,Nitronate monooxygenase,unreviewed,328,1155722,Roseovarius litoreus,Roseovarius litoreus
14790,14790,A0A1M7CQV1,NMO domain-containing protein,unreviewed,351,1220495,Pseudomonas punonensis,Pseudomonas punonensis
14791,14791,A0A1M7CS30,NMO domain-containing protein,unreviewed,321,1434701,Chishuiella changwenlii,Chishuiella changwenlii
14792,14792,A0A1M7DIU1,NMO domain-containing protein,unreviewed,339,1054996,Roseovarius marisflavi,Roseovarius marisflavi
14793,14793,A0A1M7DVA4,NMO domain-containing protein,unreviewed,84,1054996,Roseovarius marisflavi,Roseovarius marisflavi
14794,14794,A0A1M7DX22,NMO domain-containing protein,unreviewed,76,1054996,Roseovarius marisflavi,Roseovarius marisflavi
14795,14795,A0A1M7DXW3,NMO domain-containing protein,unreviewed,314,1302687,Chryseobacterium polytrichastri,Chryseobacterium polytrichastri
14796,14796,A0A1M7DXY3,NMO domain-containing protein,unreviewed,233,1054996,Roseovarius marisflavi,Roseovarius marisflavi
14797,14797,A0A1M7E2G9,NMO domain-containing protein,unreviewed,335,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14798,14798,A0A1M7E7D3,NMO domain-containing protein,unreviewed,358,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14799,14799,A0A1M7E7K6,NMO domain-containing protein,unreviewed,327,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14800,14800,A0A1M7ECZ1,NMO domain-containing protein,unreviewed,384,1270,Micrococcus luteus,Micrococcus luteus
14801,14801,A0A1M7EH57,NMO domain-containing protein,unreviewed,316,69322,Flavobacterium xanthum,Flavobacterium xanthum
14802,14802,A0A1M7EHP0,NMO domain-containing protein,unreviewed,314,29534,Flavobacterium saccharophilum,Flavobacterium saccharophilum
14803,14803,A0A1M7EWV1,NMO domain-containing protein,unreviewed,377,722472,Bradyrhizobium lablabi,Bradyrhizobium lablabi
14804,14804,A0A1M7FKG0,NMO domain-containing protein,unreviewed,361,1881037,Rhodanobacter sp. OK091,Rhodanobacter sp. OK091
14805,14805,A0A1M7FZV9,Enoyl-[acyl-carrier protein] reductase II,unreviewed,314,447595,Caldanaerovirga acetigignens,Caldanaerovirga acetigignens
14806,14806,A0A1M7GD37,NMO domain-containing protein,unreviewed,351,1124835,Chryseobacterium carnipullorum,Chryseobacterium carnipullorum
14807,14807,A0A1M7GSP5,NMO domain-containing protein,unreviewed,346,337701,Roseovarius pacificus,Roseovarius pacificus
14808,14808,A0A1M7GUZ8,NMO domain-containing protein,unreviewed,367,156453,Streptomyces yunnanensis,Streptomyces yunnanensis
14809,14809,A0A1M7H1I8,NMO domain-containing protein,unreviewed,311,1855287,Chitinophaga sp. CF418,Chitinophaga sp. CF418
14810,14810,A0A1M7H7B9,NMO domain-containing protein,unreviewed,352,1423959,Chryseobacterium contaminans,Chryseobacterium contaminans
14811,14811,A0A1M7H9N8,NMO domain-containing protein,unreviewed,354,44933,Halomonas cupida,Halomonas cupida
14812,14812,A0A1M7HCR8,Acyl transferase domain-containing protein,unreviewed,2305,156453,Streptomyces yunnanensis,Streptomyces yunnanensis
14813,14813,A0A1M7HG38,Enoyl-[acyl-carrier protein] reductase II,unreviewed,314,178356,Flavobacterium xinjiangense,Flavobacterium xinjiangense
14814,14814,A0A1M7HY97,NMO domain-containing protein,unreviewed,314,69322,Flavobacterium xanthum,Flavobacterium xanthum
14815,14815,A0A1M7HZ25,NMO domain-containing protein,unreviewed,322,53463,Paracoccus solventivorans,Paracoccus solventivorans
14816,14816,A0A1M7IHK5,NMO domain-containing protein,unreviewed,361,29534,Flavobacterium saccharophilum,Flavobacterium saccharophilum
14817,14817,A0A1M7IVE6,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2331,1124835,Chryseobacterium carnipullorum,Chryseobacterium carnipullorum
14818,14818,A0A1M7J1K2,NMO domain-containing protein,unreviewed,342,44933,Halomonas cupida,Halomonas cupida
14819,14819,A0A1M7J3J0,NMO domain-containing protein,unreviewed,337,53463,Paracoccus solventivorans,Paracoccus solventivorans
14820,14820,A0A1M7JLG9,NMO domain-containing protein,unreviewed,351,1120996,Anaerosporobacter mobilis DSM 15930,Anaerosporobacter mobilis DSM 15930
14821,14821,A0A1M7JMR8,NMO domain-containing protein,unreviewed,317,1500264,Rhizobacter sp. OV335,Rhizobacter sp. OV335
14822,14822,A0A1M7K344,NMO domain-containing protein,unreviewed,314,143223,Salegentibacter salegens,Salegentibacter salegens
14823,14823,A0A1M7K8N1,NMO domain-containing protein,unreviewed,366,134849,Cryptosporangium aurantiacum,Cryptosporangium aurantiacum
14824,14824,A0A1M7KC26,NMO domain-containing protein,unreviewed,308,1265,Ruminococcus flavefaciens,Ruminococcus flavefaciens
14825,14825,A0A1M7KLP0,NMO domain-containing protein,unreviewed,317,178356,Flavobacterium xinjiangense,Flavobacterium xinjiangense
14826,14826,A0A1M7KV86,NMO domain-containing protein,unreviewed,313,1896175,Polaribacter sp. KT 15,Polaribacter sp. KT 15
14827,14827,A0A1M7LAI0,NMO domain-containing protein,unreviewed,357,946677,Flavobacterium chilense,Flavobacterium chilense
14828,14828,A0A1M7LEL9,NMO domain-containing protein,unreviewed,314,1124835,Chryseobacterium carnipullorum,Chryseobacterium carnipullorum
14829,14829,A0A1M7LFK1,NMO domain-containing protein,unreviewed,349,1027249,Gracilibacillus kekensis,Gracilibacillus kekensis
14830,14830,A0A1M7M7T9,NMO domain-containing protein,unreviewed,372,156453,Streptomyces yunnanensis,Streptomyces yunnanensis
14831,14831,A0A1M7MAA8,NMO domain-containing protein,unreviewed,317,551987,Duganella sacchari,Duganella sacchari
14832,14832,A0A1M7MF73,NMO domain-containing protein,unreviewed,345,551987,Duganella sacchari,Duganella sacchari
14833,14833,A0A1M7MYR7,NMO domain-containing protein,unreviewed,333,1855287,Chitinophaga sp. CF418,Chitinophaga sp. CF418
14834,14834,A0A1M7NGA5,Polyketide-type polyunsaturated fatty acid synthase PfaA,unreviewed,2328,1855287,Chitinophaga sp. CF418,Chitinophaga sp. CF418
14835,14835,A0A1M7NXE1,NMO domain-containing protein,unreviewed,383,1500264,Rhizobacter sp. OV335,Rhizobacter sp. OV335
14836,14836,A0A1M7PDP6,NMO domain-containing protein,unreviewed,418,1500264,Rhizobacter sp. OV335,Rhizobacter sp. OV335
14837,14837,A0A1M7PSH5,NMO domain-containing protein,unreviewed,358,1190415,Pseudomonas asturiensis,Pseudomonas asturiensis
14838,14838,A0A1M7PZK4,NMO domain-containing protein,unreviewed,363,1855297,Mucilaginibacter sp. OK098,Mucilaginibacter sp. OK098
14839,14839,A0A1M7QP23,NMO domain-containing protein,unreviewed,351,1855287,Chitinophaga sp. CF418,Chitinophaga sp. CF418
14840,14840,A0A1M7R088,NMO domain-containing protein,unreviewed,420,1500264,Rhizobacter sp. OV335,Rhizobacter sp. OV335
14841,14841,A0A1M7RBL1,NMO domain-containing protein,unreviewed,366,134849,Cryptosporangium aurantiacum,Cryptosporangium aurantiacum
14842,14842,A0A1M7RD14,NMO domain-containing protein,unreviewed,436,551987,Duganella sacchari,Duganella sacchari
14843,14843,A0A1M7RE01,NMO domain-containing protein,unreviewed,339,134849,Cryptosporangium aurantiacum,Cryptosporangium aurantiacum
14844,14844,A0A1M7REL8,NMO domain-containing protein,unreviewed,382,134849,Cryptosporangium aurantiacum,Cryptosporangium aurantiacum
14845,14845,A0A1M7RIR4,NMO domain-containing protein,unreviewed,82,1855287,Chitinophaga sp. CF418,Chitinophaga sp. CF418
14846,14846,A0A1M7RLV4,NMO domain-containing protein,unreviewed,332,134849,Cryptosporangium aurantiacum,Cryptosporangium aurantiacum
14847,14847,A0A1M7RTJ7,NMO domain-containing protein,unreviewed,334,198312,Porphyrobacter sanguineus,Porphyrobacter sanguineus
14848,14848,A0A1M7RWS6,Enoyl-[acyl-carrier protein] reductase II,unreviewed,340,198312,Porphyrobacter sanguineus,Porphyrobacter sanguineus
14849,14849,A0A1M7S122,NMO domain-containing protein,unreviewed,330,1189325,Oceanicella actignis,Oceanicella actignis
14850,14850,A0A1M7S4Q7,NMO domain-containing protein,unreviewed,467,198312,Porphyrobacter sanguineus,Porphyrobacter sanguineus
14851,14851,A0A1M7S7L9,Enoyl-[acyl-carrier protein] reductase II,unreviewed,329,1121883,Fervidobacterium gondwanense DSM 13020,Fervidobacterium gondwanense DSM 13020
14852,14852,A0A1M7S972,NMO domain-containing protein,unreviewed,400,198312,Porphyrobacter sanguineus,Porphyrobacter sanguineus
14853,14853,A0A1M7SKY8,NMO domain-containing protein,unreviewed,324,198312,Porphyrobacter sanguineus,Porphyrobacter sanguineus
14854,14854,A0A1M7SLD5,NMO domain-containing protein,unreviewed,368,1121455,Desulfovibrio litoralis DSM 11393,Desulfovibrio litoralis DSM 11393
14855,14855,A0A1M7SUK2,NMO domain-containing protein,unreviewed,325,1189325,Oceanicella actignis,Oceanicella actignis
14856,14856,A0A1M7T130,NMO domain-containing protein,unreviewed,376,1189325,Oceanicella actignis,Oceanicella actignis
14857,14857,A0A1M7T3F4,Enoyl-[acyl-carrier protein] reductase II,unreviewed,310,1121132,Butyrivibrio hungatei DSM 14810,Butyrivibrio hungatei DSM 14810
