,key,accession,entry_protein_locations_fragments_start,entry_protein_locations_fragments_end,entry_protein_locations_fragments_dc-status,entry_protein_locations_model,entry_protein_locations_score,protein_length,source_database,entry_type,entry_integrated
11988,11988,PF03060,286,618,CONTINUOUS,PF03060,1.2e-11,2345,pfam,domain,ipr004136
11989,11989,PF03060,1,321,CONTINUOUS,PF03060,5.7e-74,341,pfam,domain,ipr004136
11990,11990,PF03060,21,331,CONTINUOUS,PF03060,2.2e-49,360,pfam,domain,ipr004136
11991,11991,PF03060,22,235,CONTINUOUS,PF03060,2.8e-09,2567,pfam,domain,ipr004136
11992,11992,PF03060,4,300,CONTINUOUS,PF03060,7.1e-67,312,pfam,domain,ipr004136
11993,11993,PF03060,4,349,CONTINUOUS,PF03060,1.5e-44,361,pfam,domain,ipr004136
11994,11994,PF03060,6,307,CONTINUOUS,PF03060,3.8e-19,325,pfam,domain,ipr004136
11995,11995,PF03060,79,307,CONTINUOUS,PF03060,1.4e-19,320,pfam,domain,ipr004136
11996,11996,PF03060,7,307,CONTINUOUS,PF03060,3.8e-50,321,pfam,domain,ipr004136
11997,11997,PF03060,3,334,CONTINUOUS,PF03060,8.7e-92,337,pfam,domain,ipr004136
11998,11998,PF03060,5,345,CONTINUOUS,PF03060,2.2e-89,354,pfam,domain,ipr004136
11999,11999,PF03060,28,354,CONTINUOUS,PF03060,1.8e-36,375,pfam,domain,ipr004136
12000,12000,PF03060,3,335,CONTINUOUS,PF03060,2.4e-77,347,pfam,domain,ipr004136
12001,12001,PF03060,9,306,CONTINUOUS,PF03060,3.7e-23,319,pfam,domain,ipr004136
12002,12002,PF03060,5,308,CONTINUOUS,PF03060,2e-63,329,pfam,domain,ipr004136
12003,12003,PF03060,8,79,CONTINUOUS,PF03060,1.5e-19,316,pfam,domain,ipr004136
12004,12004,PF03060,3,341,CONTINUOUS,PF03060,1.7e-117,360,pfam,domain,ipr004136
12005,12005,PF03060,8,345,CONTINUOUS,PF03060,1.1e-74,354,pfam,domain,ipr004136
12006,12006,PF03060,11,310,CONTINUOUS,PF03060,1.6e-63,329,pfam,domain,ipr004136
12007,12007,PF03060,4,57,CONTINUOUS,PF03060,2.9e-10,323,pfam,domain,ipr004136
12008,12008,PF03060,2,172,CONTINUOUS,PF03060,8.5e-32,181,pfam,domain,ipr004136
12009,12009,PF03060,4,75,CONTINUOUS,PF03060,6.5e-18,313,pfam,domain,ipr004136
12010,12010,PF03060,43,411,CONTINUOUS,PF03060,2.3e-36,425,pfam,domain,ipr004136
12011,12011,PF03060,5,75,CONTINUOUS,PF03060,9.1e-18,319,pfam,domain,ipr004136
12012,12012,PF03060,91,372,CONTINUOUS,PF03060,1.2e-13,548,pfam,domain,ipr004136
12013,12013,PF03060,75,245,CONTINUOUS,PF03060,1.3e-19,318,pfam,domain,ipr004136
12014,12014,PF03060,5,61,CONTINUOUS,PF03060,1.6e-07,327,pfam,domain,ipr004136
12015,12015,PF03060,5,150,CONTINUOUS,PF03060,2.2e-25,313,pfam,domain,ipr004136
12016,12016,PF03060,46,337,CONTINUOUS,PF03060,7.7e-23,356,pfam,domain,ipr004136
12017,12017,PF03060,79,297,CONTINUOUS,PF03060,1.8e-20,317,pfam,domain,ipr004136
12018,12018,PF03060,77,271,CONTINUOUS,PF03060,2.9e-22,349,pfam,domain,ipr004136
12019,12019,PF03060,90,309,CONTINUOUS,PF03060,4e-16,323,pfam,domain,ipr004136
12020,12020,PF03060,81,255,CONTINUOUS,PF03060,6.6e-24,331,pfam,domain,ipr004136
12021,12021,PF03060,3,309,CONTINUOUS,PF03060,2.5e-57,328,pfam,domain,ipr004136
12022,12022,PF03060,69,228,CONTINUOUS,PF03060,3.5e-24,306,pfam,domain,ipr004136
12023,12023,PF03060,12,300,CONTINUOUS,PF03060,2.2e-27,320,pfam,domain,ipr004136
12024,12024,PF03060,3,76,CONTINUOUS,PF03060,9.1e-21,311,pfam,domain,ipr004136
12025,12025,PF03060,4,302,CONTINUOUS,PF03060,7.5e-66,313,pfam,domain,ipr004136
12026,12026,PF03060,72,307,CONTINUOUS,PF03060,8.5e-21,325,pfam,domain,ipr004136
12027,12027,PF03060,89,241,CONTINUOUS,PF03060,2.4e-14,319,pfam,domain,ipr004136
12028,12028,PF03060,38,268,CONTINUOUS,PF03060,1.5e-26,281,pfam,domain,ipr004136
12029,12029,PF03060,3,302,CONTINUOUS,PF03060,5.2e-60,313,pfam,domain,ipr004136
12030,12030,PF03060,19,316,CONTINUOUS,PF03060,1.6e-62,327,pfam,domain,ipr004136
12031,12031,PF03060,10,314,CONTINUOUS,PF03060,5.6e-35,339,pfam,domain,ipr004136
12032,12032,PF03060,81,247,CONTINUOUS,PF03060,2.1e-17,321,pfam,domain,ipr004136
12033,12033,PF03060,1,288,CONTINUOUS,PF03060,5.7e-53,308,pfam,domain,ipr004136
12034,12034,PF03060,16,379,CONTINUOUS,PF03060,7e-12,467,pfam,domain,ipr004136
12035,12035,PF03060,9,352,CONTINUOUS,PF03060,1.7e-76,360,pfam,domain,ipr004136
12036,12036,PF03060,12,358,CONTINUOUS,PF03060,1.6e-59,385,pfam,domain,ipr004136
12037,12037,PF03060,9,340,CONTINUOUS,PF03060,3.7e-68,349,pfam,domain,ipr004136
12038,12038,PF03060,79,308,CONTINUOUS,PF03060,6.9e-22,326,pfam,domain,ipr004136
12039,12039,PF03060,4,233,CONTINUOUS,PF03060,1.7e-32,284,pfam,domain,ipr004136
12040,12040,PF03060,28,95,CONTINUOUS,PF03060,1.5e-16,345,pfam,domain,ipr004136
12041,12041,PF03060,81,246,CONTINUOUS,PF03060,2.9e-19,314,pfam,domain,ipr004136
12042,12042,PF03060,15,343,CONTINUOUS,PF03060,2.8e-60,350,pfam,domain,ipr004136
12043,12043,PF03060,49,303,CONTINUOUS,PF03060,6.1e-15,324,pfam,domain,ipr004136
12044,12044,PF03060,80,299,CONTINUOUS,PF03060,1.2e-51,313,pfam,domain,ipr004136
12045,12045,PF03060,6,209,CONTINUOUS,PF03060,1.9e-45,270,pfam,domain,ipr004136
12046,12046,PF03060,6,82,CONTINUOUS,PF03060,1e-15,342,pfam,domain,ipr004136
12047,12047,PF03060,4,343,CONTINUOUS,PF03060,1.3e-77,351,pfam,domain,ipr004136
12048,12048,PF03060,17,313,CONTINUOUS,PF03060,3e-20,330,pfam,domain,ipr004136
12049,12049,PF03060,4,307,CONTINUOUS,PF03060,3.9e-38,320,pfam,domain,ipr004136
12050,12050,PF03060,270,595,CONTINUOUS,PF03060,1.8e-18,2161,pfam,domain,ipr004136
12051,12051,PF03060,5,76,CONTINUOUS,PF03060,1.2e-23,316,pfam,domain,ipr004136
12052,12052,PF03060,12,309,CONTINUOUS,PF03060,7.5e-56,315,pfam,domain,ipr004136
12053,12053,PF03060,90,366,CONTINUOUS,PF03060,5.4e-11,537,pfam,domain,ipr004136
12054,12054,PF03060,5,349,CONTINUOUS,PF03060,9.5e-70,360,pfam,domain,ipr004136
12055,12055,PF03060,12,305,CONTINUOUS,PF03060,7.8e-26,319,pfam,domain,ipr004136
12056,12056,PF03060,3,308,CONTINUOUS,PF03060,1.1e-59,336,pfam,domain,ipr004136
12057,12057,PF03060,19,354,CONTINUOUS,PF03060,1.3e-82,368,pfam,domain,ipr004136
12058,12058,PF03060,92,309,CONTINUOUS,PF03060,1.1e-18,323,pfam,domain,ipr004136
12059,12059,PF03060,13,371,CONTINUOUS,PF03060,2.3e-91,389,pfam,domain,ipr004136
12060,12060,PF03060,3,76,CONTINUOUS,PF03060,2.7e-23,318,pfam,domain,ipr004136
12061,12061,PF03060,14,307,CONTINUOUS,PF03060,1.5e-51,317,pfam,domain,ipr004136
12062,12062,PF03060,22,75,CONTINUOUS,PF03060,6e-07,381,pfam,domain,ipr004136
12063,12063,PF03060,4,76,CONTINUOUS,PF03060,1.1e-18,318,pfam,domain,ipr004136
12064,12064,PF03060,6,349,CONTINUOUS,PF03060,1.2e-78,354,pfam,domain,ipr004136
12065,12065,PF03060,9,348,CONTINUOUS,PF03060,5.2e-73,358,pfam,domain,ipr004136
12066,12066,PF03060,8,316,CONTINUOUS,PF03060,2e-42,338,pfam,domain,ipr004136
12067,12067,PF03060,5,298,CONTINUOUS,PF03060,1.3e-70,310,pfam,domain,ipr004136
12068,12068,PF03060,3,309,CONTINUOUS,PF03060,4.3e-62,334,pfam,domain,ipr004136
12069,12069,PF03060,7,79,CONTINUOUS,PF03060,2.7e-23,316,pfam,domain,ipr004136
12070,12070,PF03060,26,335,CONTINUOUS,PF03060,1.4e-49,349,pfam,domain,ipr004136
12071,12071,PF03060,8,341,CONTINUOUS,PF03060,1.7e-74,360,pfam,domain,ipr004136
12072,12072,PF03060,79,337,CONTINUOUS,PF03060,3.7e-68,349,pfam,domain,ipr004136
12073,12073,PF03060,10,348,CONTINUOUS,PF03060,2.3e-53,362,pfam,domain,ipr004136
12074,12074,PF03060,92,194,CONTINUOUS,PF03060,8.5e-07,2368,pfam,domain,ipr004136
12075,12075,PF03060,3,73,CONTINUOUS,PF03060,2.6e-17,325,pfam,domain,ipr004136
12076,12076,PF03060,5,302,CONTINUOUS,PF03060,9.7e-62,316,pfam,domain,ipr004136
12077,12077,PF03060,13,292,CONTINUOUS,PF03060,2.6e-23,303,pfam,domain,ipr004136
12078,12078,PF03060,80,319,CONTINUOUS,PF03060,2.1e-33,333,pfam,domain,ipr004136
12079,12079,PF03060,285,620,CONTINUOUS,PF03060,2.3e-14,2328,pfam,domain,ipr004136
12080,12080,PF03060,8,341,CONTINUOUS,PF03060,1.5e-65,349,pfam,domain,ipr004136
12081,12081,PF03060,9,340,CONTINUOUS,PF03060,3.9e-80,345,pfam,domain,ipr004136
12082,12082,PF03060,11,305,CONTINUOUS,PF03060,3.8e-22,317,pfam,domain,ipr004136
12083,12083,PF03060,6,81,CONTINUOUS,PF03060,5.9e-24,315,pfam,domain,ipr004136
12084,12084,PF03060,13,307,CONTINUOUS,PF03060,1.1e-54,314,pfam,domain,ipr004136
12085,12085,PF03060,4,307,CONTINUOUS,PF03060,1.5e-66,318,pfam,domain,ipr004136
12086,12086,PF03060,51,287,CONTINUOUS,PF03060,7.3e-26,297,pfam,domain,ipr004136
12087,12087,PF03060,8,349,CONTINUOUS,PF03060,6.3e-91,356,pfam,domain,ipr004136
12088,12088,PF03060,6,346,CONTINUOUS,PF03060,4.5e-96,363,pfam,domain,ipr004136
12089,12089,PF03060,17,305,CONTINUOUS,PF03060,4.4e-24,413,pfam,domain,ipr004136
12090,12090,PF03060,5,346,CONTINUOUS,PF03060,1.9e-78,355,pfam,domain,ipr004136
12091,12091,PF03060,13,358,CONTINUOUS,PF03060,1.3e-44,371,pfam,domain,ipr004136
12092,12092,PF03060,7,80,CONTINUOUS,PF03060,4.7e-28,357,pfam,domain,ipr004136
12093,12093,PF03060,4,299,CONTINUOUS,PF03060,9.6e-60,314,pfam,domain,ipr004136
12094,12094,PF03060,18,379,CONTINUOUS,PF03060,2.3e-33,396,pfam,domain,ipr004136
12095,12095,PF03060,7,330,CONTINUOUS,PF03060,1.2e-81,348,pfam,domain,ipr004136
12096,12096,PF03060,9,305,CONTINUOUS,PF03060,1.2e-25,317,pfam,domain,ipr004136
12097,12097,PF03060,169,308,CONTINUOUS,PF03060,1.4e-24,418,pfam,domain,ipr004136
12098,12098,PF03060,14,329,CONTINUOUS,PF03060,1.1e-53,344,pfam,domain,ipr004136
12099,12099,PF03060,15,306,CONTINUOUS,PF03060,5.8e-21,325,pfam,domain,ipr004136
12100,12100,PF03060,85,300,CONTINUOUS,PF03060,1.4e-39,312,pfam,domain,ipr004136
12101,12101,PF03060,81,315,CONTINUOUS,PF03060,2.1e-31,316,pfam,domain,ipr004136
12102,12102,PF03060,9,80,CONTINUOUS,PF03060,8.7e-21,316,pfam,domain,ipr004136
12103,12103,PF03060,7,338,CONTINUOUS,PF03060,3.1e-68,370,pfam,domain,ipr004136
12104,12104,PF03060,5,74,CONTINUOUS,PF03060,1.3e-16,321,pfam,domain,ipr004136
12105,12105,PF03060,16,347,CONTINUOUS,PF03060,4e-53,361,pfam,domain,ipr004136
12106,12106,PF03060,3,301,CONTINUOUS,PF03060,9.9e-61,312,pfam,domain,ipr004136
12107,12107,PF03060,18,307,CONTINUOUS,PF03060,4.1e-25,421,pfam,domain,ipr004136
12108,12108,PF03060,5,306,CONTINUOUS,PF03060,4e-67,318,pfam,domain,ipr004136
12109,12109,PF03060,256,362,CONTINUOUS,PF03060,5.9e-11,517,pfam,domain,ipr004136
12110,12110,PF03060,148,325,CONTINUOUS,PF03060,1.5e-10,465,pfam,domain,ipr004136
12111,12111,PF03060,4,71,CONTINUOUS,PF03060,5e-18,314,pfam,domain,ipr004136
12112,12112,PF03060,21,348,CONTINUOUS,PF03060,2.7e-55,359,pfam,domain,ipr004136
12113,12113,PF03060,12,337,CONTINUOUS,PF03060,7.1e-64,339,pfam,domain,ipr004136
12114,12114,PF03060,9,334,CONTINUOUS,PF03060,2.1e-74,335,pfam,domain,ipr004136
12115,12115,PF03060,4,301,CONTINUOUS,PF03060,2.5e-62,313,pfam,domain,ipr004136
12116,12116,PF03060,84,310,CONTINUOUS,PF03060,1.3e-20,328,pfam,domain,ipr004136
12117,12117,PF03060,8,349,CONTINUOUS,PF03060,1.3e-49,358,pfam,domain,ipr004136
12118,12118,PF03060,5,300,CONTINUOUS,PF03060,7.8e-76,315,pfam,domain,ipr004136
12119,12119,PF03060,9,349,CONTINUOUS,PF03060,3.4e-77,353,pfam,domain,ipr004136
12120,12120,PF03060,87,241,CONTINUOUS,PF03060,3.2e-16,345,pfam,domain,ipr004136
12121,12121,PF03060,5,351,CONTINUOUS,PF03060,1.8e-68,358,pfam,domain,ipr004136
12122,12122,PF03060,22,360,CONTINUOUS,PF03060,1.9e-52,374,pfam,domain,ipr004136
12123,12123,PF03060,4,71,CONTINUOUS,PF03060,1.3e-15,313,pfam,domain,ipr004136
12124,12124,PF03060,5,344,CONTINUOUS,PF03060,1.3e-81,349,pfam,domain,ipr004136
12125,12125,PF03060,7,304,CONTINUOUS,PF03060,6.4e-62,314,pfam,domain,ipr004136
12126,12126,PF03060,84,300,CONTINUOUS,PF03060,1.7e-24,320,pfam,domain,ipr004136
12127,12127,PF03060,88,303,CONTINUOUS,PF03060,4.3e-25,322,pfam,domain,ipr004136
12128,12128,PF03060,5,308,CONTINUOUS,PF03060,3.5e-56,334,pfam,domain,ipr004136
12129,12129,PF03060,4,308,CONTINUOUS,PF03060,4.4e-62,331,pfam,domain,ipr004136
12130,12130,PF03060,5,72,CONTINUOUS,PF03060,8.4e-10,326,pfam,domain,ipr004136
12131,12131,PF03060,3,79,CONTINUOUS,PF03060,1.1e-07,315,pfam,domain,ipr004136
12132,12132,PF03060,18,308,CONTINUOUS,PF03060,1.1e-21,320,pfam,domain,ipr004136
12133,12133,PF03060,8,321,CONTINUOUS,PF03060,3.7e-47,462,pfam,domain,ipr004136
12134,12134,PF03060,3,338,CONTINUOUS,PF03060,4.3e-75,350,pfam,domain,ipr004136
12135,12135,PF03060,7,350,CONTINUOUS,PF03060,2.3e-69,371,pfam,domain,ipr004136
12136,12136,PF03060,13,340,CONTINUOUS,PF03060,5.7e-76,369,pfam,domain,ipr004136
12137,12137,PF03060,3,295,CONTINUOUS,PF03060,7.6e-67,311,pfam,domain,ipr004136
12138,12138,PF03060,3,309,CONTINUOUS,PF03060,9.9e-60,333,pfam,domain,ipr004136
12139,12139,PF03060,3,300,CONTINUOUS,PF03060,7e-61,312,pfam,domain,ipr004136
12140,12140,PF03060,81,297,CONTINUOUS,PF03060,1.9e-25,312,pfam,domain,ipr004136
12141,12141,PF03060,4,75,CONTINUOUS,PF03060,1.2e-21,305,pfam,domain,ipr004136
12142,12142,PF03060,5,344,CONTINUOUS,PF03060,3.1e-72,351,pfam,domain,ipr004136
12143,12143,PF03060,84,309,CONTINUOUS,PF03060,1.6e-17,326,pfam,domain,ipr004136
12144,12144,PF03060,90,312,CONTINUOUS,PF03060,1.5e-26,330,pfam,domain,ipr004136
12145,12145,PF03060,82,255,CONTINUOUS,PF03060,1.7e-17,327,pfam,domain,ipr004136
12146,12146,PF03060,12,312,CONTINUOUS,PF03060,5.5e-57,326,pfam,domain,ipr004136
12147,12147,PF03060,13,350,CONTINUOUS,PF03060,9.3e-54,360,pfam,domain,ipr004136
12148,12148,PF03060,5,73,CONTINUOUS,PF03060,5.2e-15,318,pfam,domain,ipr004136
12149,12149,PF03060,4,301,CONTINUOUS,PF03060,1.5e-68,314,pfam,domain,ipr004136
12150,12150,PF03060,79,337,CONTINUOUS,PF03060,6.3e-69,349,pfam,domain,ipr004136
12151,12151,PF03060,10,349,CONTINUOUS,PF03060,1.2e-51,362,pfam,domain,ipr004136
12152,12152,PF03060,7,342,CONTINUOUS,PF03060,3.7e-103,346,pfam,domain,ipr004136
12153,12153,PF03060,44,338,CONTINUOUS,PF03060,7.9e-27,349,pfam,domain,ipr004136
12154,12154,PF03060,86,309,CONTINUOUS,PF03060,5e-17,322,pfam,domain,ipr004136
12155,12155,PF03060,20,252,CONTINUOUS,PF03060,1.1e-15,311,pfam,domain,ipr004136
12156,12156,PF03060,21,360,CONTINUOUS,PF03060,2.3e-47,377,pfam,domain,ipr004136
12157,12157,PF03060,4,300,CONTINUOUS,PF03060,2.6e-60,315,pfam,domain,ipr004136
12158,12158,PF03060,8,79,CONTINUOUS,PF03060,1.7e-16,327,pfam,domain,ipr004136
12159,12159,PF03060,5,68,CONTINUOUS,PF03060,2.1e-09,346,pfam,domain,ipr004136
12160,12160,PF03060,6,346,CONTINUOUS,PF03060,1.7e-76,358,pfam,domain,ipr004136
12161,12161,PF03060,3,309,CONTINUOUS,PF03060,1.7e-57,328,pfam,domain,ipr004136
12162,12162,PF03060,270,595,CONTINUOUS,PF03060,3.6e-15,2156,pfam,domain,ipr004136
12163,12163,PF03060,10,321,CONTINUOUS,PF03060,5e-85,350,pfam,domain,ipr004136
12164,12164,PF03060,5,74,CONTINUOUS,PF03060,9.2e-14,322,pfam,domain,ipr004136
12165,12165,PF03060,84,241,CONTINUOUS,PF03060,2e-25,312,pfam,domain,ipr004136
12166,12166,PF03060,5,55,CONTINUOUS,PF03060,2.6e-08,323,pfam,domain,ipr004136
12167,12167,PF03060,4,354,CONTINUOUS,PF03060,1.3e-44,369,pfam,domain,ipr004136
12168,12168,PF03060,97,204,CONTINUOUS,PF03060,4.1e-08,2491,pfam,domain,ipr004136
12169,12169,PF03060,4,299,CONTINUOUS,PF03060,9.2e-62,314,pfam,domain,ipr004136
12170,12170,PF03060,6,323,CONTINUOUS,PF03060,7e-50,340,pfam,domain,ipr004136
12171,12171,PF03060,3,336,CONTINUOUS,PF03060,1.5e-92,371,pfam,domain,ipr004136
12172,12172,PF03060,12,351,CONTINUOUS,PF03060,3.7e-47,367,pfam,domain,ipr004136
12173,12173,PF03060,6,336,CONTINUOUS,PF03060,1.1e-96,351,pfam,domain,ipr004136
12174,12174,PF03060,9,342,CONTINUOUS,PF03060,2.3e-89,356,pfam,domain,ipr004136
12175,12175,PF03060,7,330,CONTINUOUS,PF03060,5.5e-83,348,pfam,domain,ipr004136
12176,12176,PF03060,4,354,CONTINUOUS,PF03060,9e-56,368,pfam,domain,ipr004136
12177,12177,PF03060,4,72,CONTINUOUS,PF03060,8.4e-07,316,pfam,domain,ipr004136
12178,12178,PF03060,82,299,CONTINUOUS,PF03060,1.8e-52,311,pfam,domain,ipr004136
12179,12179,PF03060,8,327,CONTINUOUS,PF03060,2.8e-58,337,pfam,domain,ipr004136
12180,12180,PF03060,85,310,CONTINUOUS,PF03060,1.9e-20,322,pfam,domain,ipr004136
12181,12181,PF03060,8,346,CONTINUOUS,PF03060,1.2e-77,348,pfam,domain,ipr004136
12182,12182,PF03060,3,304,CONTINUOUS,PF03060,2.2e-77,317,pfam,domain,ipr004136
12183,12183,PF03060,3,342,CONTINUOUS,PF03060,2.7e-110,357,pfam,domain,ipr004136
12184,12184,PF03060,7,347,CONTINUOUS,PF03060,1.9e-93,355,pfam,domain,ipr004136
12185,12185,PF03060,78,301,CONTINUOUS,PF03060,3.4e-35,316,pfam,domain,ipr004136
12186,12186,PF03060,13,352,CONTINUOUS,PF03060,2.3e-56,358,pfam,domain,ipr004136
12187,12187,PF03060,2,322,CONTINUOUS,PF03060,6.1e-55,348,pfam,domain,ipr004136
12188,12188,PF03060,3,308,CONTINUOUS,PF03060,9.5e-55,323,pfam,domain,ipr004136
12189,12189,PF03060,13,356,CONTINUOUS,PF03060,3.2e-79,366,pfam,domain,ipr004136
12190,12190,PF03060,299,392,CONTINUOUS,PF03060,9.1e-09,542,pfam,domain,ipr004136
12191,12191,PF03060,7,345,CONTINUOUS,PF03060,5e-99,358,pfam,domain,ipr004136
12192,12192,PF03060,23,360,CONTINUOUS,PF03060,3e-52,374,pfam,domain,ipr004136
12193,12193,PF03060,10,339,CONTINUOUS,PF03060,1.3e-79,343,pfam,domain,ipr004136
12194,12194,PF03060,3,347,CONTINUOUS,PF03060,2.4e-80,364,pfam,domain,ipr004136
12195,12195,PF03060,7,342,CONTINUOUS,PF03060,8.9e-70,355,pfam,domain,ipr004136
12196,12196,PF03060,4,80,CONTINUOUS,PF03060,1.5e-21,314,pfam,domain,ipr004136
12197,12197,PF03060,4,351,CONTINUOUS,PF03060,5.8e-45,368,pfam,domain,ipr004136
12198,12198,PF03060,114,211,CONTINUOUS,PF03060,4.1e-07,2339,pfam,domain,ipr004136
12199,12199,PF03060,14,344,CONTINUOUS,PF03060,8.4e-70,349,pfam,domain,ipr004136
12200,12200,PF03060,13,317,CONTINUOUS,PF03060,3.6e-53,331,pfam,domain,ipr004136
12201,12201,PF03060,13,350,CONTINUOUS,PF03060,6e-55,359,pfam,domain,ipr004136
12202,12202,PF03060,22,360,CONTINUOUS,PF03060,1.7e-53,363,pfam,domain,ipr004136
12203,12203,PF03060,8,346,CONTINUOUS,PF03060,2.1e-76,348,pfam,domain,ipr004136
12204,12204,PF03060,31,329,CONTINUOUS,PF03060,8.8e-57,335,pfam,domain,ipr004136
12205,12205,PF03060,6,79,CONTINUOUS,PF03060,8.5e-25,314,pfam,domain,ipr004136
12206,12206,PF03060,21,96,CONTINUOUS,PF03060,1.6e-20,329,pfam,domain,ipr004136
12207,12207,PF03060,11,75,CONTINUOUS,PF03060,3.8e-07,325,pfam,domain,ipr004136
12208,12208,PF03060,14,305,CONTINUOUS,PF03060,3.8e-22,324,pfam,domain,ipr004136
12209,12209,PF03060,19,359,CONTINUOUS,PF03060,2.1e-45,380,pfam,domain,ipr004136
12210,12210,PF03060,4,73,CONTINUOUS,PF03060,6.8e-12,320,pfam,domain,ipr004136
12211,12211,PF03060,81,247,CONTINUOUS,PF03060,2.1e-18,336,pfam,domain,ipr004136
12212,12212,PF03060,72,306,CONTINUOUS,PF03060,1.9e-50,325,pfam,domain,ipr004136
12213,12213,PF03060,3,302,CONTINUOUS,PF03060,7e-73,322,pfam,domain,ipr004136
12214,12214,PF03060,3,329,CONTINUOUS,PF03060,8e-84,344,pfam,domain,ipr004136
12215,12215,PF03060,8,80,CONTINUOUS,PF03060,2.1e-20,320,pfam,domain,ipr004136
12216,12216,PF03060,10,344,CONTINUOUS,PF03060,2.1e-71,375,pfam,domain,ipr004136
12217,12217,PF03060,4,76,CONTINUOUS,PF03060,2e-18,314,pfam,domain,ipr004136
12218,12218,PF03060,7,351,CONTINUOUS,PF03060,2.2e-69,361,pfam,domain,ipr004136
12219,12219,PF03060,16,351,CONTINUOUS,PF03060,5.6e-47,369,pfam,domain,ipr004136
12220,12220,PF03060,71,302,CONTINUOUS,PF03060,1.3e-25,326,pfam,domain,ipr004136
12221,12221,PF03060,5,308,CONTINUOUS,PF03060,7.3e-66,319,pfam,domain,ipr004136
12222,12222,PF03060,5,78,CONTINUOUS,PF03060,5.6e-22,309,pfam,domain,ipr004136
12223,12223,PF03060,11,344,CONTINUOUS,PF03060,4.2e-83,362,pfam,domain,ipr004136
12224,12224,PF03060,3,335,CONTINUOUS,PF03060,6.3e-89,349,pfam,domain,ipr004136
12225,12225,PF03060,6,59,CONTINUOUS,PF03060,8.3e-12,321,pfam,domain,ipr004136
12226,12226,PF03060,17,340,CONTINUOUS,PF03060,8.1e-77,344,pfam,domain,ipr004136
12227,12227,PF03060,2,58,CONTINUOUS,PF03060,3e-10,289,pfam,domain,ipr004136
12228,12228,PF03060,73,241,CONTINUOUS,PF03060,3.3e-22,302,pfam,domain,ipr004136
12229,12229,PF03060,89,303,CONTINUOUS,PF03060,9.2e-22,317,pfam,domain,ipr004136
12230,12230,PF03060,5,337,CONTINUOUS,PF03060,4.1e-97,349,pfam,domain,ipr004136
12231,12231,PF03060,8,309,CONTINUOUS,PF03060,4.6e-47,318,pfam,domain,ipr004136
12232,12232,PF03060,5,306,CONTINUOUS,PF03060,4.3e-64,318,pfam,domain,ipr004136
12233,12233,PF03060,81,308,CONTINUOUS,PF03060,1.2e-15,320,pfam,domain,ipr004136
12234,12234,PF03060,12,334,CONTINUOUS,PF03060,1.1e-72,343,pfam,domain,ipr004136
12235,12235,PF03060,6,307,CONTINUOUS,PF03060,1.3e-39,323,pfam,domain,ipr004136
12236,12236,PF03060,74,302,CONTINUOUS,PF03060,4.1e-23,322,pfam,domain,ipr004136
12237,12237,PF03060,4,343,CONTINUOUS,PF03060,5.7e-96,355,pfam,domain,ipr004136
12238,12238,PF03060,7,76,CONTINUOUS,PF03060,3.4e-11,340,pfam,domain,ipr004136
12239,12239,PF03060,15,307,CONTINUOUS,PF03060,2.5e-19,320,pfam,domain,ipr004136
12240,12240,PF03060,3,342,CONTINUOUS,PF03060,3.8e-72,347,pfam,domain,ipr004136
12241,12241,PF03060,7,349,CONTINUOUS,PF03060,3.6e-74,359,pfam,domain,ipr004136
12242,12242,PF03060,3,73,CONTINUOUS,PF03060,3.6e-14,322,pfam,domain,ipr004136
12243,12243,PF03060,3,79,CONTINUOUS,PF03060,1.7e-20,312,pfam,domain,ipr004136
12244,12244,PF03060,8,232,CONTINUOUS,PF03060,8.3e-35,407,pfam,domain,ipr004136
12245,12245,PF03060,3,308,CONTINUOUS,PF03060,6.9e-62,324,pfam,domain,ipr004136
12246,12246,PF03060,6,348,CONTINUOUS,PF03060,3.7e-95,353,pfam,domain,ipr004136
12247,12247,PF03060,96,196,CONTINUOUS,PF03060,1.2e-06,2397,pfam,domain,ipr004136
12248,12248,PF03060,3,342,CONTINUOUS,PF03060,9.7e-108,357,pfam,domain,ipr004136
12249,12249,PF03060,4,75,CONTINUOUS,PF03060,5.3e-20,313,pfam,domain,ipr004136
12250,12250,PF03060,8,340,CONTINUOUS,PF03060,3.1e-91,355,pfam,domain,ipr004136
12251,12251,PF03060,3,355,CONTINUOUS,PF03060,1.6e-47,369,pfam,domain,ipr004136
12252,12252,PF03060,3,80,CONTINUOUS,PF03060,1.2e-19,312,pfam,domain,ipr004136
12253,12253,PF03060,4,301,CONTINUOUS,PF03060,2.7e-60,315,pfam,domain,ipr004136
12254,12254,PF03060,89,302,CONTINUOUS,PF03060,6.4e-25,320,pfam,domain,ipr004136
12255,12255,PF03060,6,307,CONTINUOUS,PF03060,1.3e-39,323,pfam,domain,ipr004136
12256,12256,PF03060,7,349,CONTINUOUS,PF03060,3.6e-74,359,pfam,domain,ipr004136
12257,12257,PF03060,6,309,CONTINUOUS,PF03060,4.3e-40,324,pfam,domain,ipr004136
12258,12258,PF03060,6,345,CONTINUOUS,PF03060,6.8e-75,358,pfam,domain,ipr004136
12259,12259,PF03060,3,73,CONTINUOUS,PF03060,2.3e-17,318,pfam,domain,ipr004136
12260,12260,PF03060,7,349,CONTINUOUS,PF03060,5e-48,364,pfam,domain,ipr004136
